Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,broad-scale_environmental_context,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,environmental_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location,Instrument,latitude_and_longitude,Library Name,LibraryLayout,LibrarySelection,LibrarySource,local-scale_environmental_context,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,unique_id,isolation_source
SRR36876797,RNA-Seq,302,297543836282,PRJNA1247874,SAMN54705922,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,87512400274,SECUREBIO,2025-11-19,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848558,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-12-08-a~Southern_California_20251119,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-24T00:00:00Z,2026-02-24T05:17:00Z,2,Southern_California_20251119,SRP577320,Southern_California_20251119,
SRR36876798,RNA-Seq,302,227114312394,PRJNA1247874,SAMN54705866,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,69115543328,SECUREBIO,2025-04-30,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848583,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-05-19-a~Southern_California_20250430,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-01-19T00:00:00Z,2026-01-19T05:24:00Z,2,Southern_California_20250430,SRP577320,Southern_California_20250430,
SRR36876799,RNA-Seq,302,400131033796,PRJNA1247874,SAMN54705918,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,113139436310,SECUREBIO,2025-11-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848582,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-12-01-a~Southern_California_20251105,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-25T00:00:00Z,2026-02-25T02:40:00Z,2,Southern_California_20251105,SRP577320,Southern_California_20251105,
SRR36876800,RNA-Seq,302,315779498356,PRJNA1247874,SAMN54705916,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,93501755235,SECUREBIO,2025-10-29,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848581,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-11-17-a~Southern_California_20251029,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-24T00:00:00Z,2026-02-24T05:11:00Z,2,Southern_California_20251029,SRP577320,Southern_California_20251029,
SRR36876801,RNA-Seq,302,288132879968,PRJNA1247874,SAMN54705917,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,84020495492,SECUREBIO,2025-11-02,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848580,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-11-17-a~Southern_California_20251102,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T20:59:00Z,2,Southern_California_20251102,SRP577320,Southern_California_20251102,
SRR36876802,RNA-Seq,302,400561596404,PRJNA1247874,SAMN54705915,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,110912527964,SECUREBIO,2025-10-26,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848579,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-11-10-a~Southern_California_20251026,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T16:56:00Z,2,Southern_California_20251026,SRP577320,Southern_California_20251026,
SRR36876803,RNA-Seq,302,323334147042,PRJNA1247874,SAMN54705914,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,94458062276,SECUREBIO,2025-10-23,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848578,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-11-17-a~Southern_California_20251023,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-06T00:00:00Z,2026-02-06T16:30:00Z,2,Southern_California_20251023,SRP577320,Southern_California_20251023,
SRR36876804,RNA-Seq,302,393057706368,PRJNA1247874,SAMN54705913,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,112074406611,SECUREBIO,2025-10-19,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848577,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-11-03-b~Southern_California_20251019,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T21:50:00Z,2,Southern_California_20251019,SRP577320,Southern_California_20251019,
SRR36876805,RNA-Seq,302,338681120226,PRJNA1247874,SAMN54705912,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,99141307105,SECUREBIO,2025-10-16,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848576,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-11-03-a~Southern_California_20251016,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T08:57:00Z,2,Southern_California_20251016,SRP577320,Southern_California_20251016,
SRR36876806,RNA-Seq,302,227059524158,PRJNA1247874,SAMN54705867,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,69724980512,SECUREBIO,2025-05-04,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848575,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-05-19-a~Southern_California_20250504,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-01-18T00:00:00Z,2026-01-18T15:00:00Z,2,Southern_California_20250504,SRP577320,Southern_California_20250504,
SRR36876807,RNA-Seq,302,373191008734,PRJNA1247874,SAMN54705911,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,108781014462,SECUREBIO,2025-10-09,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848574,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-11-03-a~Southern_California_20251009,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-25T00:00:00Z,2026-02-25T08:32:00Z,2,Southern_California_20251009,SRP577320,Southern_California_20251009,
SRR36876808,RNA-Seq,302,242230223566,PRJNA1247874,SAMN54705909,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,67421159179,SECUREBIO,2025-10-01,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848573,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-10-24-a~Southern_California_20251001,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-06T00:00:00Z,2026-02-06T14:02:00Z,2,Southern_California_20251001,SRP577320,Southern_California_20251001,
SRR36876809,RNA-Seq,302,188974985772,PRJNA1247874,SAMN54705910,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,53472201118,SECUREBIO,2025-10-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848572,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-10-24-a~Southern_California_20251005,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-01-17T00:00:00Z,2026-01-17T22:20:00Z,2,Southern_California_20251005,SRP577320,Southern_California_20251005,
SRR36876810,RNA-Seq,302,264028619504,PRJNA1247874,SAMN54705908,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,75924550167,SECUREBIO,2025-09-28,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848571,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-10-16-a~Southern_California_20250928,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-01-22T00:00:00Z,2026-01-22T18:41:00Z,2,Southern_California_20250928,SRP577320,Southern_California_20250928,
SRR36876811,RNA-Seq,302,235409787314,PRJNA1247874,SAMN54705907,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,67842988978,SECUREBIO,2025-09-24,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848570,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-10-16-a~Southern_California_20250924,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-01-18T00:00:00Z,2026-01-18T00:22:00Z,2,Southern_California_20250924,SRP577320,Southern_California_20250924,
SRR36876812,RNA-Seq,302,267145260712,PRJNA1247874,SAMN54705906,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,75898183873,SECUREBIO,2025-09-21,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848569,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-10-13-b~Southern_California_20250921,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T15:05:00Z,2,Southern_California_20250921,SRP577320,Southern_California_20250921,
SRR36876813,RNA-Seq,302,310570597222,PRJNA1247874,SAMN54705904,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,88083422878,SECUREBIO,2025-09-14,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848568,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-10-03-a~Southern_California_20250914,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T13:18:00Z,2,Southern_California_20250914,SRP577320,Southern_California_20250914,
SRR36876814,RNA-Seq,302,241267819630,PRJNA1247874,SAMN54705905,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,70244542665,SECUREBIO,2025-09-17,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848567,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-10-13-b~Southern_California_20250917,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-01-22T00:00:00Z,2026-01-22T01:19:00Z,2,Southern_California_20250917,SRP577320,Southern_California_20250917,
SRR36876815,RNA-Seq,302,282370166100,PRJNA1247874,SAMN54705901,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,83285667651,SECUREBIO,2025-09-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848566,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-09-26-a~Southern_California_20250903,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T02:36:00Z,2,Southern_California_20250903,SRP577320,Southern_California_20250903,
SRR36876816,RNA-Seq,302,304319525194,PRJNA1247874,SAMN54705900,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,84298435049,SECUREBIO,2025-08-27,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848565,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-09-19-a~Southern_California_20250827,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-24T00:00:00Z,2026-02-24T05:01:00Z,2,Southern_California_20250827,SRP577320,Southern_California_20250827,
SRR36876817,RNA-Seq,302,272215304058,PRJNA1247874,SAMN54705899,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,75512958193,SECUREBIO,2025-08-24,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848564,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-09-19-a~Southern_California_20250824,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-01-22T00:00:00Z,2026-01-22T19:06:00Z,2,Southern_California_20250824,SRP577320,Southern_California_20250824,
SRR36876818,RNA-Seq,302,192900460292,PRJNA1247874,SAMN54705864,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,58337028247,SECUREBIO,2025-04-23,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848563,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-05-12-a~Southern_California_20250423,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-01-17T00:00:00Z,2026-01-17T16:57:00Z,2,Southern_California_20250423,SRP577320,Southern_California_20250423,
SRR36876819,RNA-Seq,302,301035322306,PRJNA1247874,SAMN54705898,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,87512035676,SECUREBIO,2025-08-20,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848562,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-09-11-a~Southern_California_20250820,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-05T00:00:00Z,2026-02-05T17:12:00Z,2,Southern_California_20250820,SRP577320,Southern_California_20250820,
SRR36876820,RNA-Seq,302,391119225144,PRJNA1247874,SAMN54705882,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,110800401936,SECUREBIO,2025-06-25,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848561,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-07-14-a~Southern_California_20250625,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-24T00:00:00Z,2026-02-24T14:11:00Z,2,Southern_California_20250625,SRP577320,Southern_California_20250625,
SRR36876821,RNA-Seq,302,362379283706,PRJNA1247874,SAMN54705883,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,103643199197,SECUREBIO,2025-06-29,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848560,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-07-14-a~Southern_California_20250629,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-25T00:00:00Z,2026-02-25T03:16:00Z,2,Southern_California_20250629,SRP577320,Southern_California_20250629,
SRR36876822,RNA-Seq,302,295493626534,PRJNA1247874,SAMN54705884,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,84458664131,SECUREBIO,2025-07-02,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848559,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-07-21-a~Southern_California_20250702,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-08T00:00:00Z,2026-02-08T06:57:00Z,2,Southern_California_20250702,SRP577320,Southern_California_20250702,
SRR36876823,RNA-Seq,302,285439138420,PRJNA1247874,SAMN54705885,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,81330869858,SECUREBIO,2025-07-06,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848546,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-07-21-a~Southern_California_20250706,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-24T00:00:00Z,2026-02-24T18:03:00Z,2,Southern_California_20250706,SRP577320,Southern_California_20250706,
SRR36876824,RNA-Seq,302,279400151026,PRJNA1247874,SAMN54705868,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,75390178129,SECUREBIO,2025-05-07,public,sra,"gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848557,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-05-28-a~Southern_California_20250507,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-01-28T00:00:00Z,2026-01-28T23:00:00Z,2,Southern_California_20250507,SRP577320,Southern_California_20250507,
SRR36876825,RNA-Seq,302,403151531190,PRJNA1247874,SAMN54705921,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,114699954349,SECUREBIO,2025-11-16,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848556,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-12-04-a~Southern_California_20251116,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T08:57:00Z,2,Southern_California_20251116,SRP577320,Southern_California_20251116,
SRR36876826,RNA-Seq,302,458692849490,PRJNA1247874,SAMN54705920,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,130766432763,SECUREBIO,2025-11-12,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848555,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-12-04-a~Southern_California_20251112,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-24T00:00:00Z,2026-02-24T22:02:00Z,2,Southern_California_20251112,SRP577320,Southern_California_20251112,
SRR36876827,RNA-Seq,302,351015432312,PRJNA1247874,SAMN54705919,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,98734138002,SECUREBIO,2025-11-09,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848554,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-12-01-a~Southern_California_20251109,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T04:09:00Z,2,Southern_California_20251109,SRP577320,Southern_California_20251109,
SRR36876828,RNA-Seq,302,289566113078,PRJNA1247874,SAMN54705871,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,81263536746,SECUREBIO,2025-05-18,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848553,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-06-07-a~Southern_California_20250518,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T16:40:00Z,2,Southern_California_20250518,SRP577320,Southern_California_20250518,
SRR36876829,RNA-Seq,302,307447611900,PRJNA1247874,SAMN54705869,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,82903125712,SECUREBIO,2025-05-11,public,sra,"gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848552,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-05-28-a~Southern_California_20250511,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-24T00:00:00Z,2026-02-24T02:53:00Z,2,Southern_California_20250511,SRP577320,Southern_California_20250511,
SRR36876830,RNA-Seq,302,246177959412,PRJNA1247874,SAMN54705870,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,68862865908,SECUREBIO,2025-05-14,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848551,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-06-07-a~Southern_California_20250514,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-01-19T00:00:00Z,2026-01-19T04:53:00Z,2,Southern_California_20250514,SRP577320,Southern_California_20250514,
SRR36876831,RNA-Seq,302,243532321330,PRJNA1247874,SAMN54705927,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,70188137793,SECUREBIO,2025-12-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848550,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-12-22-a~Southern_California_20251207,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-01-17T00:00:00Z,2026-01-17T18:46:00Z,2,Southern_California_20251207,SRP577320,Southern_California_20251207,
SRR36876832,RNA-Seq,302,237651658644,PRJNA1247874,SAMN54705926,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,68707018670,SECUREBIO,2025-12-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848549,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-12-22-a~Southern_California_20251203,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-01-19T00:00:00Z,2026-01-19T05:51:00Z,2,Southern_California_20251203,SRP577320,Southern_California_20251203,
SRR36876833,RNA-Seq,302,224274043466,PRJNA1247874,SAMN54705925,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,64273213140,SECUREBIO,2025-11-30,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848548,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-12-15-a~Southern_California_20251130,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-01-24T00:00:00Z,2026-01-24T01:21:00Z,2,Southern_California_20251130,SRP577320,Southern_California_20251130,
SRR36876834,RNA-Seq,302,300004662746,PRJNA1247874,SAMN54705903,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,85554455285,SECUREBIO,2025-09-10,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848547,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-10-03-a~Southern_California_20250910,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-01-22T00:00:00Z,2026-01-22T16:50:00Z,2,Southern_California_20250910,SRP577320,Southern_California_20250910,
SRR36876835,RNA-Seq,302,191890411024,PRJNA1247874,SAMN54705924,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,54669051540,SECUREBIO,2025-11-26,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848585,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-12-15-a~Southern_California_20251126,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-01-17T00:00:00Z,2026-01-17T18:00:00Z,2,Southern_California_20251126,SRP577320,Southern_California_20251126,
SRR36876836,RNA-Seq,302,187651637476,PRJNA1247874,SAMN54705902,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,53178964726,SECUREBIO,2025-09-07,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848584,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-09-29-a~Southern_California_20250907,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-01-18T00:00:00Z,2026-01-18T15:54:00Z,2,Southern_California_20250907,SRP577320,Southern_California_20250907,
SRR36876837,RNA-Seq,302,283836633706,PRJNA1247874,SAMN54705886,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,83168801785,SECUREBIO,2025-07-09,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848545,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-07-28-a~Southern_California_20250709,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T17:56:00Z,2,Southern_California_20250709,SRP577320,Southern_California_20250709,
SRR36876838,RNA-Seq,302,301765056986,PRJNA1247874,SAMN54705887,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,88521031852,SECUREBIO,2025-07-13,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848544,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-07-28-a~Southern_California_20250713,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T03:13:00Z,2,Southern_California_20250713,SRP577320,Southern_California_20250713,
SRR36876839,RNA-Seq,302,297595607236,PRJNA1247874,SAMN54705888,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,83883342446,SECUREBIO,2025-07-16,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX31848543,USA,North America,"USA: Southern California, CA",Illumina NovaSeq X,not collected,MU-CASPER-2025-08-04-a~Southern_California_20250716,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-25T00:00:00Z,2026-02-25T04:06:00Z,2,Southern_California_20250716,SRP577320,Southern_California_20250716,
