Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,broad-scale_environmental_context,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,environmental_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location,Instrument,latitude_and_longitude,Library Name,LibraryLayout,LibrarySelection,LibrarySource,local-scale_environmental_context,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,unique_id,isolation_source
SRR37367557,RNA-Seq,300,558926828700,PRJNA1247874,SAMN55951672,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,166451312925,SECUREBIO,2025-12-17,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281223,USA,North America,"USA: Boston Deer Island Treatment Plant South, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,BCL-CASPER-2026-01-12-a~CASPER-251217-MA_Boston_DITPS-R1-A1~illumina,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-03-01T00:00:00Z,2026-03-01T18:00:00Z,2,CASPER-251217-MA_Boston_DITPS-R1-A1~illumina,SRP577320,CASPER-251217-MA_Boston_DITPS-R1-A1~illumina,
SRR37367558,RNA-Seq,300,576100312200,PRJNA1247874,SAMN55951671,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,171414275158,SECUREBIO,2025-12-17,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281222,USA,North America,"USA: Boston Deer Island Treatment Plant North, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,BCL-CASPER-2026-01-12-a~CASPER-251217-MA_Boston_DITPN-R1-A1~illumina,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-03-01T00:00:00Z,2026-03-01T18:43:00Z,2,CASPER-251217-MA_Boston_DITPN-R1-A1~illumina,SRP577320,CASPER-251217-MA_Boston_DITPN-R1-A1~illumina,
SRR37367559,RNA-Seq,300,559547768400,PRJNA1247874,SAMN55951670,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,162760478437,SECUREBIO,2025-12-10,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281221,USA,North America,"USA: Boston Deer Island Treatment Plant South, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,BCL-CASPER-2026-01-12-a~CASPER-251210-MA_Boston_DITPS-R1-A1~illumina,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-03-01T00:00:00Z,2026-03-01T08:19:00Z,2,CASPER-251210-MA_Boston_DITPS-R1-A1~illumina,SRP577320,CASPER-251210-MA_Boston_DITPS-R1-A1~illumina,
SRR37367560,RNA-Seq,300,385469644500,PRJNA1247874,SAMN55951649,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,115558066880,SECUREBIO,2025-10-01,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281220,USA,North America,"USA: Boston Deer Island Treatment Plant South, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,BCL-CASPER-2025-10-18-a~CASPER-251001-MA_Boston_DITPS-R1-A1~illumina,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-28T00:00:00Z,2026-02-28T15:07:00Z,2,CASPER-251001-MA_Boston_DITPS-R1-A1~illumina,SRP577320,CASPER-251001-MA_Boston_DITPS-R1-A1~illumina,
SRR37367561,RNA-Seq,300,400977875100,PRJNA1247874,SAMN55951648,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,117899688794,SECUREBIO,2025-10-01,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281219,USA,North America,"USA: Boston Deer Island Treatment Plant North, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,BCL-CASPER-2025-10-18-a~CASPER-251001-MA_Boston_DITPN-R1-A1~illumina,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-28T00:00:00Z,2026-02-28T10:39:00Z,2,CASPER-251001-MA_Boston_DITPN-R1-A1~illumina,SRP577320,CASPER-251001-MA_Boston_DITPN-R1-A1~illumina,
SRR37367562,RNA-Seq,300,327410253000,PRJNA1247874,SAMN55951602,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,99953344109,SECUREBIO,2025-04-23,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281218,USA,North America,"USA: Boston Deer Island Treatment Plant South, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,BCL-CASPER-2025-05-12-a~CASPER-250423-MA_Boston_DITPS-R1-A1~illumina_part_2,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-28T00:00:00Z,2026-02-28T10:47:00Z,2,CASPER-250423-MA_Boston_DITPS-R1-A1~illumina_part_1,SRP577320,CASPER-250423-MA_Boston_DITPS-R1-A1~illumina_part_1,
SRR37367563,RNA-Seq,300,330054440400,PRJNA1247874,SAMN55951667,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,99698830245,SECUREBIO,2025-12-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281217,USA,North America,"USA: Boston Deer Island Treatment Plant North, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,BCL-CASPER-2025-12-22-a~CASPER-251203-MA_Boston_DITPN-R1-A1~illumina,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-28T00:00:00Z,2026-02-28T09:36:00Z,2,CASPER-251203-MA_Boston_DITPN-R1-A1~illumina,SRP577320,CASPER-251203-MA_Boston_DITPN-R1-A1~illumina,
SRR37367564,RNA-Seq,300,413816857500,PRJNA1247874,SAMN55951666,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,124617390677,SECUREBIO,2025-11-26,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281216,USA,North America,"USA: Boston Deer Island Treatment Plant South, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,BCL-CASPER-2025-12-15-b~CASPER-251126-MA_Boston_DITPS-R1-A1~illumina,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-28T00:00:00Z,2026-02-28T09:09:00Z,2,CASPER-251126-MA_Boston_DITPS-R1-A1~illumina,SRP577320,CASPER-251126-MA_Boston_DITPS-R1-A1~illumina,
SRR37367565,RNA-Seq,300,284090808600,PRJNA1247874,SAMN55951665,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,85681190562,SECUREBIO,2025-11-26,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281215,USA,North America,"USA: Boston Deer Island Treatment Plant North, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,BCL-CASPER-2025-12-15-b~CASPER-251126-MA_Boston_DITPN-R1-A1~illumina,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-27T00:00:00Z,2026-02-27T22:08:00Z,2,CASPER-251126-MA_Boston_DITPN-R1-A1~illumina,SRP577320,CASPER-251126-MA_Boston_DITPN-R1-A1~illumina,
SRR37367566,RNA-Seq,300,337640586600,PRJNA1247874,SAMN55951664,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,102805519018,SECUREBIO,2025-11-19,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281214,USA,North America,"USA: Boston Deer Island Treatment Plant South, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,BCL-CASPER-2025-12-15-a~CASPER-251119-MA_Boston_DITPS-R1-A1~illumina,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-28T00:00:00Z,2026-02-28T02:39:00Z,2,CASPER-251119-MA_Boston_DITPS-R1-A1~illumina,SRP577320,CASPER-251119-MA_Boston_DITPS-R1-A1~illumina,
SRR37367567,RNA-Seq,300,408799310400,PRJNA1247874,SAMN55951663,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,121833248999,SECUREBIO,2025-11-19,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281213,USA,North America,"USA: Boston Deer Island Treatment Plant North, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,BCL-CASPER-2025-12-15-a~CASPER-251119-MA_Boston_DITPN-R1-A1~illumina,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-28T00:00:00Z,2026-02-28T01:29:00Z,2,CASPER-251119-MA_Boston_DITPN-R1-A1~illumina,SRP577320,CASPER-251119-MA_Boston_DITPN-R1-A1~illumina,
SRR37367568,RNA-Seq,300,378782454300,PRJNA1247874,SAMN55951662,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,113644998091,SECUREBIO,2025-11-12,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281212,USA,North America,"USA: Boston Deer Island Treatment Plant South, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,BCL-CASPER-2026-02-09-a~CASPER-251112-MA_Boston_DITPS-R1-A1~illumina~True,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-28T00:00:00Z,2026-02-28T08:52:00Z,2,CASPER-251112-MA_Boston_DITPS-R1-A1~illumina~True,SRP577320,CASPER-251112-MA_Boston_DITPS-R1-A1~illumina~True,
SRR37367569,RNA-Seq,300,376415841900,PRJNA1247874,SAMN55951661,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,111026618646,SECUREBIO,2025-11-12,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281211,USA,North America,"USA: Boston Deer Island Treatment Plant North, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,BCL-CASPER-2026-02-09-a~CASPER-251112-MA_Boston_DITPN-R1-A1~illumina~True,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-28T00:00:00Z,2026-02-28T13:05:00Z,2,CASPER-251112-MA_Boston_DITPN-R1-A1~illumina~True,SRP577320,CASPER-251112-MA_Boston_DITPN-R1-A1~illumina~True,
SRR37367570,RNA-Seq,302,46848945618,PRJNA1247874,SAMN55951733,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,13813927807,SECUREBIO,2025-12-23,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",grab wastewater,SRX32281210,USA,North America,"USA: New York (Hospital A), NY",Illumina NovaSeq X,40.7128 N 74.0060 W,MU-CASPER-2026-01-30-a~NYC-Hospital-A_20251223,PAIRED,cDNA,METAGENOMIC,hospital-only wastewater (access pipe within facility),wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T08:53:00Z,2,NYC-Hospital-A_20251223,SRP577320,NYC-Hospital-A_20251223,
SRR37367571,RNA-Seq,300,342077695500,PRJNA1247874,SAMN55951660,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,103793105298,SECUREBIO,2025-11-11,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281196,USA,North America,"USA: Miami-Dade Central District Wastewater Treatment Plant, FL",Illumina NovaSeq X,25.7450 N 80.1535 W,BCL-CASPER-2026-02-09-a~CASPER-251111-FL_Miami-R1-A1~illumina~True,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-28T00:00:00Z,2026-02-28T09:25:00Z,2,CASPER-251111-FL_Miami-R1-A1~illumina~True,SRP577320,CASPER-251111-FL_Miami-R1-A1~illumina~True,
SRR37367572,RNA-Seq,302,77458999104,PRJNA1247874,SAMN55951734,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,22463765822,SECUREBIO,2025-12-04,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",grab wastewater,SRX32281208,USA,North America,"USA: New York (Hospital C), NY",Illumina NovaSeq X,40.7128 N 74.0060 W,MU-CASPER-2026-01-27-a~NYC-Hospital-C_20251204,PAIRED,cDNA,METAGENOMIC,"hospital-only wastewater (manhole, may receive rainwater)",wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T09:06:00Z,2,NYC-Hospital-C_20251204,SRP577320,NYC-Hospital-C_20251204,
SRR37367573,RNA-Seq,302,70757214122,PRJNA1247874,SAMN55951735,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,20718871110,SECUREBIO,2025-12-10,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",grab wastewater,SRX32281207,USA,North America,"USA: New York (Hospital C), NY",Illumina NovaSeq X,40.7128 N 74.0060 W,MU-CASPER-2026-01-27-a~NYC-Hospital-C_20251210,PAIRED,cDNA,METAGENOMIC,"hospital-only wastewater (manhole, may receive rainwater)",wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T10:56:00Z,2,NYC-Hospital-C_20251210,SRP577320,NYC-Hospital-C_20251210,
SRR37367574,RNA-Seq,302,74633651694,PRJNA1247874,SAMN55951736,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,21722662467,SECUREBIO,2025-12-17,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",grab wastewater,SRX32281206,USA,North America,"USA: New York (Hospital C), NY",Illumina NovaSeq X,40.7128 N 74.0060 W,MU-CASPER-2026-01-27-a~NYC-Hospital-C_20251217,PAIRED,cDNA,METAGENOMIC,"hospital-only wastewater (manhole, may receive rainwater)",wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T11:51:00Z,2,NYC-Hospital-C_20251217,SRP577320,NYC-Hospital-C_20251217,
SRR37367575,RNA-Seq,302,62008902584,PRJNA1247874,SAMN55951737,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,18099550390,SECUREBIO,2025-12-22,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",grab wastewater,SRX32281205,USA,North America,"USA: New York (Hospital C), NY",Illumina NovaSeq X,40.7128 N 74.0060 W,MU-CASPER-2026-01-30-a~NYC-Hospital-C_20251222,PAIRED,cDNA,METAGENOMIC,"hospital-only wastewater (manhole, may receive rainwater)",wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T10:18:00Z,2,NYC-Hospital-C_20251222,SRP577320,NYC-Hospital-C_20251222,
SRR37367576,RNA-Seq,300,413294177100,PRJNA1247874,SAMN55951612,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,148275163551,SECUREBIO,2025-05-28,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281204,USA,North America,"USA: Boston Deer Island Treatment Plant North, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,BCL-CASPER-2025-06-09-a~CASPER-250528-MA_Boston_DITPN-R1-A1~illumina,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-28T00:00:00Z,2026-02-28T04:28:00Z,2,CASPER-250528-MA_Boston_DITPN-R1-A1~illumina,SRP577320,CASPER-250528-MA_Boston_DITPN-R1-A1~illumina,
SRR37367577,RNA-Seq,302,80870528212,PRJNA1247874,SAMN55951738,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,23586440149,SECUREBIO,2025-11-25,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",grab wastewater,SRX32281203,USA,North America,"USA: New York (Hospital D), NY",Illumina NovaSeq X,40.7128 N 74.0060 W,MU-CASPER-2026-01-27-a~NYC-Hospital-D_20251125,PAIRED,cDNA,METAGENOMIC,hospital-only wastewater (manhole),wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T14:17:00Z,2,NYC-Hospital-D_20251125,SRP577320,NYC-Hospital-D_20251125,
SRR37367578,RNA-Seq,302,74659161030,PRJNA1247874,SAMN55951739,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,21700253631,SECUREBIO,2025-12-02,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",grab wastewater,SRX32281202,USA,North America,"USA: New York (Hospital D), NY",Illumina NovaSeq X,40.7128 N 74.0060 W,MU-CASPER-2026-01-27-a~NYC-Hospital-D_20251202,PAIRED,cDNA,METAGENOMIC,hospital-only wastewater (manhole),wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T11:49:00Z,2,NYC-Hospital-D_20251202,SRP577320,NYC-Hospital-D_20251202,
SRR37367579,RNA-Seq,300,257388853500,PRJNA1247874,SAMN55951756,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,78689968722,SECUREBIO,2025-04-09,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281201,USA,North America,"USA: Boston Deer Island Treatment Plant South, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,BCL-CASPER-2025-04-28-a~PR-250409-MA_Boston_DITPS-R1-A1~illumina,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-27T00:00:00Z,2026-02-27T06:03:00Z,2,PR-250409-MA_Boston_DITPS-R1-A1~illumina,SRP577320,PR-250409-MA_Boston_DITPS-R1-A1~illumina,
SRR37367580,RNA-Seq,302,76875446014,PRJNA1247874,SAMN55951740,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,22080327871,SECUREBIO,2025-12-09,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",grab wastewater,SRX32281200,USA,North America,"USA: New York (Hospital D), NY",Illumina NovaSeq X,40.7128 N 74.0060 W,MU-CASPER-2026-01-27-a~NYC-Hospital-D_20251209,PAIRED,cDNA,METAGENOMIC,hospital-only wastewater (manhole),wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T11:57:00Z,2,NYC-Hospital-D_20251209,SRP577320,NYC-Hospital-D_20251209,
SRR37367581,RNA-Seq,302,39946914402,PRJNA1247874,SAMN55951741,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,11500067902,SECUREBIO,2025-12-10,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",grab wastewater,SRX32281199,USA,North America,"USA: New York (Hospital D), NY",Illumina NovaSeq X,40.7128 N 74.0060 W,MU-CASPER-2026-01-30-a~NYC-Hospital-D_20251210,PAIRED,cDNA,METAGENOMIC,hospital-only wastewater (manhole),wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T05:21:00Z,2,NYC-Hospital-D_20251210,SRP577320,NYC-Hospital-D_20251210,
SRR37367582,RNA-Seq,302,60795469302,PRJNA1247874,SAMN55951742,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,17680404345,SECUREBIO,2025-12-17,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",grab wastewater,SRX32281198,USA,North America,"USA: New York (Hospital D), NY",Illumina NovaSeq X,40.7128 N 74.0060 W,MU-CASPER-2026-01-30-a~NYC-Hospital-D_20251217,PAIRED,cDNA,METAGENOMIC,hospital-only wastewater (manhole),wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T10:06:00Z,2,NYC-Hospital-D_20251217,SRP577320,NYC-Hospital-D_20251217,
SRR37367583,RNA-Seq,302,60086606144,PRJNA1247874,SAMN55951743,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,17181416028,SECUREBIO,2025-12-23,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",grab wastewater,SRX32281197,USA,North America,"USA: New York (Hospital D), NY",Illumina NovaSeq X,40.7128 N 74.0060 W,MU-CASPER-2026-01-30-a~NYC-Hospital-D_20251223,PAIRED,cDNA,METAGENOMIC,hospital-only wastewater (manhole),wastewater metagenome,ILLUMINA,2026-02-26T00:00:00Z,2026-02-26T08:28:00Z,2,NYC-Hospital-D_20251223,SRP577320,NYC-Hospital-D_20251223,
SRR37367584,RNA-Seq,300,299183899500,PRJNA1247874,SAMN55951659,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,87463373429,SECUREBIO,2025-11-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281195,USA,North America,"USA: Boston Deer Island Treatment Plant South, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,BCL-CASPER-2025-11-17-a~CASPER-251105-MA_Boston_DITPS-R1-A1~illumina,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-28T00:00:00Z,2026-02-28T02:13:00Z,2,CASPER-251105-MA_Boston_DITPS-R1-A1~illumina,SRP577320,CASPER-251105-MA_Boston_DITPS-R1-A1~illumina,
SRR37367585,RNA-Seq,300,513225271800,PRJNA1247874,SAMN55951658,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,154698964939,SECUREBIO,2025-11-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281194,USA,North America,"USA: Boston Deer Island Treatment Plant North, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,BCL-CASPER-2025-11-17-a~CASPER-251105-MA_Boston_DITPN-R1-A1~illumina,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-03-03T00:00:00Z,2026-03-03T09:22:00Z,2,CASPER-251105-MA_Boston_DITPN-R1-A1~illumina,SRP577320,CASPER-251105-MA_Boston_DITPN-R1-A1~illumina,
SRR37367586,RNA-Seq,300,321337455000,PRJNA1247874,SAMN55951604,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,100439987399,SECUREBIO,2025-04-30,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281193,USA,North America,"USA: Boston Deer Island Treatment Plant North, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,BCL-CASPER-2025-05-12-a~CASPER-250430-MA_Boston_DITPN-R1-A1~illumina,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-28T00:00:00Z,2026-02-28T18:36:00Z,2,CASPER-250430-MA_Boston_DITPN-R1-A1~illumina,SRP577320,CASPER-250430-MA_Boston_DITPN-R1-A1~illumina,
SRR37367587,RNA-Seq,300,423000884100,PRJNA1247874,SAMN55951657,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,126243189794,SECUREBIO,2025-10-29,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281192,USA,North America,"USA: Boston Deer Island Treatment Plant South, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,BCL-CASPER-2025-11-11-a~CASPER-251029-MA_Boston_DITPS-R1-A1~illumina,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-28T00:00:00Z,2026-02-28T22:40:00Z,2,CASPER-251029-MA_Boston_DITPS-R1-A1~illumina,SRP577320,CASPER-251029-MA_Boston_DITPS-R1-A1~illumina,
SRR37367588,RNA-Seq,300,426791280600,PRJNA1247874,SAMN55951656,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,127847686635,SECUREBIO,2025-10-29,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281191,USA,North America,"USA: Boston Deer Island Treatment Plant North, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,BCL-CASPER-2025-11-11-a~CASPER-251029-MA_Boston_DITPN-R1-A1~illumina,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-28T00:00:00Z,2026-02-28T13:29:00Z,2,CASPER-251029-MA_Boston_DITPN-R1-A1~illumina,SRP577320,CASPER-251029-MA_Boston_DITPN-R1-A1~illumina,
SRR37367589,RNA-Seq,300,357535619700,PRJNA1247874,SAMN55951655,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,109817997395,SECUREBIO,2025-10-22,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281190,USA,North America,"USA: Boston Deer Island Treatment Plant South, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,BCL-CASPER-2025-11-03-a~CASPER-251022-MA_Boston_DITPS-R1-A1~illumina,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-27T00:00:00Z,2026-02-27T20:55:00Z,2,CASPER-251022-MA_Boston_DITPS-R1-A1~illumina,SRP577320,CASPER-251022-MA_Boston_DITPS-R1-A1~illumina,
SRR37367590,RNA-Seq,300,326481771000,PRJNA1247874,SAMN55951654,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,96875657849,SECUREBIO,2025-10-22,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281189,USA,North America,"USA: Boston Deer Island Treatment Plant North, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,BCL-CASPER-2025-11-03-a~CASPER-251022-MA_Boston_DITPN-R1-A1~illumina,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-28T00:00:00Z,2026-02-28T01:54:00Z,2,CASPER-251022-MA_Boston_DITPN-R1-A1~illumina,SRP577320,CASPER-251022-MA_Boston_DITPN-R1-A1~illumina,
SRR37367591,RNA-Seq,300,347210285400,PRJNA1247874,SAMN55951653,"MIMS.me,MIGS/MIMS/MIMARKS.wastewater",wastewater,109454154132,SECUREBIO,2025-10-15,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",composite wastewater,SRX32281188,USA,North America,"USA: Boston Deer Island Treatment Plant South, MA",Illumina NovaSeq X,42.3555 N 71.0565 W,BCL-CASPER-2025-10-28-a~CASPER-251015-MA_Boston_DITPS-R1-A1~illumina,PAIRED,cDNA,METAGENOMIC,influent wastewater,wastewater metagenome,ILLUMINA,2026-02-27T00:00:00Z,2026-02-27T14:05:00Z,2,CASPER-251015-MA_Boston_DITPS-R1-A1~illumina,SRP577320,CASPER-251015-MA_Boston_DITPS-R1-A1~illumina,
